source,target,distance,rank
B cell,mem. B cell,0.22675904798949387,1
B cell,plasma cell,0.2702214682105244,2
B cell,naive B cell,0.27026604121244735,3
B cell,"CD8+, alpha-beta T cell",0.28297859027091643,4
B cell,"CD4+, alpha-beta T cell",0.30172661481970553,5
Bergmann glial cell,kidney distal convoluted tubule epith. cell,0.351056157460935,1
Bergmann glial cell,granulosa cell,0.38555467469270543,2
Bergmann glial cell,elicited macrophage,0.4224125673973028,3
Bergmann glial cell,macrophage,0.4268314832897162,4
Bergmann glial cell,T cell,0.42889163959985466,5
"CD14-low, CD16+ monocyte",monocyte,0.3608952362606389,1
"CD14-low, CD16+ monocyte",mature NK T cell,0.3727108705365708,2
"CD14-low, CD16+ monocyte",non-classical monocyte,0.39257056075776575,3
"CD14-low, CD16+ monocyte",retina horizontal cell,0.4055001772938872,4
"CD14-low, CD16+ monocyte",CD14+ monocyte,0.4077498061328523,5
CD14+ monocyte,clas. monocyte,0.2797525484195622,1
CD14+ monocyte,monocyte,0.28273658358354026,2
CD14+ monocyte,macrophage,0.3282034959243393,3
CD14+ monocyte,mature NK T cell,0.33585586996507244,4
CD14+ monocyte,"CD14+, CD16- clas. monocyte",0.3397962981061299,5
"CD14+, CD16- clas. monocyte","CD14+, CD16+ monocyte",0.29679421261303573,1
"CD14+, CD16- clas. monocyte",monocyte,0.30027251427320845,2
"CD14+, CD16- clas. monocyte",clas. monocyte,0.32397446833683785,3
"CD14+, CD16- clas. monocyte",near-project. glutamatergic cortical neuron,0.33352825423246446,4
"CD14+, CD16- clas. monocyte",CD14+ monocyte,0.3397962981061299,5
"CD14+, CD16+ monocyte","CD14+, CD16- clas. monocyte",0.29679421261303573,1
"CD14+, CD16+ monocyte",monocyte,0.3040195445801781,2
"CD14+, CD16+ monocyte",kidney interstitial fibroblast,0.35171846692041386,3
"CD14+, CD16+ monocyte",goblet cell,0.38348639553764396,4
"CD14+, CD16+ monocyte",dendritic cell,0.3840316546815854,5
"CD16-, CD56-bright NK cell",NK cell,0.29800172475270037,1
"CD16-, CD56-bright NK cell","CD16+, CD56-dim NK cell",0.30459568217348043,2
"CD16-, CD56-bright NK cell",mature NK T cell,0.34664949976520154,3
"CD16-, CD56-bright NK cell",innate lymphoid cell,0.34773796362091525,4
"CD16-, CD56-bright NK cell",naive B cell,0.3490172863380808,5
"CD16+, CD56-dim NK cell",NK cell,0.2041820816824922,1
"CD16+, CD56-dim NK cell","CD8+, alpha-beta cytotoxic T cell",0.3008743706678396,2
"CD16+, CD56-dim NK cell","CD16-, CD56-bright NK cell",0.30459568217348043,3
"CD16+, CD56-dim NK cell","effector CD8+, alpha-beta T cell",0.3046786348524727,4
"CD16+, CD56-dim NK cell",mature NK T cell,0.3108732723233625,5
CD1c+ myeloid dendritic cell,dendritic cell,0.3277865811644617,1
CD1c+ myeloid dendritic cell,macrophage,0.3329064794726636,2
CD1c+ myeloid dendritic cell,clas. monocyte,0.3627896250339654,3
CD1c+ myeloid dendritic cell,conventional dendritic cell,0.3646518988667814,4
CD1c+ myeloid dendritic cell,intermediate monocyte,0.37112807614759924,5
CD4+ helper T cell,innate lymphoid cell,0.12474830979592422,1
CD4+ helper T cell,"CD4+, alpha-beta T cell",0.17761156307403925,2
CD4+ helper T cell,"CD4+, alpha-beta mem. T cell",0.1815619504692505,3
CD4+ helper T cell,T follicular helper cell,0.1866066773416417,4
CD4+ helper T cell,mem. T cell,0.1955290740717298,5
"CD4+, alpha-beta T cell","CD8+, alpha-beta T cell",0.14125097587368662,1
"CD4+, alpha-beta T cell",CD4+ helper T cell,0.17761156307403925,2
"CD4+, alpha-beta T cell",regulatory T cell,0.18871756255166594,3
"CD4+, alpha-beta T cell","naive thym.-der. CD4+, alpha-beta T cell",0.2031232085878628,4
"CD4+, alpha-beta T cell",mem. T cell,0.20445835091118636,5
"CD4+, alpha-beta cytotoxic T cell","CD8+, alpha-beta cytotoxic T cell",0.19876052950775558,1
"CD4+, alpha-beta cytotoxic T cell","effector mem. CD8+, alpha-beta T cell",0.20588760982235677,2
"CD4+, alpha-beta cytotoxic T cell","effector CD8+, alpha-beta T cell",0.266994966963628,3
"CD4+, alpha-beta cytotoxic T cell","central mem. CD8+, alpha-beta T cell",0.27364959234687647,4
"CD4+, alpha-beta cytotoxic T cell",nasal mucosa goblet cell,0.2748063419264889,5
"CD4+, alpha-beta mem. T cell",CD4+ helper T cell,0.1815619504692505,1
"CD4+, alpha-beta mem. T cell","naive thym.-der. CD4+, alpha-beta T cell",0.21979093038670172,2
"CD4+, alpha-beta mem. T cell",innate lymphoid cell,0.24652953865059912,3
"CD4+, alpha-beta mem. T cell",regulatory T cell,0.26591959510865015,4
"CD4+, alpha-beta mem. T cell","CD4+, alpha-beta T cell",0.27241563326402585,5
"CD8-alpha-alpha+, lpha-eta intraepith. T cell","activated CD8+, alpha-beta T cell",0.30343720492456105,1
"CD8-alpha-alpha+, lpha-eta intraepith. T cell",mem. T cell,0.31045874234856163,2
"CD8-alpha-alpha+, lpha-eta intraepith. T cell",alpha-beta T cell,0.3252994352760693,3
"CD8-alpha-alpha+, lpha-eta intraepith. T cell",T follicular helper cell,0.35897592172179593,4
"CD8-alpha-alpha+, lpha-eta intraepith. T cell",T cell,0.3675272645932045,5
"CD8+, alpha-beta T cell","CD4+, alpha-beta T cell",0.14125097587368662,1
"CD8+, alpha-beta T cell","effector CD8+, alpha-beta T cell",0.1872134982492284,2
"CD8+, alpha-beta T cell",NK cell,0.2000630287299946,3
"CD8+, alpha-beta T cell","CD8+, alpha-beta mem. T cell",0.20988009432005295,4
"CD8+, alpha-beta T cell","activated CD8+, alpha-beta T cell",0.22056052470489163,5
"CD8+, alpha-beta cytotoxic T cell","effector mem. CD8+, alpha-beta T cell, term. diff.",0.18568889573876257,1
"CD8+, alpha-beta cytotoxic T cell","CD4+, alpha-beta cytotoxic T cell",0.19876052950775558,2
"CD8+, alpha-beta cytotoxic T cell","CD8+, alpha-beta mem. T cell",0.20517166485826566,3
"CD8+, alpha-beta cytotoxic T cell","effector mem. CD8+, alpha-beta T cell",0.21812430012941253,4
"CD8+, alpha-beta cytotoxic T cell","central mem. CD8+, alpha-beta T cell",0.22492732702889917,5
"CD8+, alpha-beta mem. T cell","effector CD8+, alpha-beta T cell",0.19405535735279567,1
"CD8+, alpha-beta mem. T cell","CD8+, alpha-beta cytotoxic T cell",0.20517166485826566,2
"CD8+, alpha-beta mem. T cell","CD8+, alpha-beta T cell",0.20988009432005295,3
"CD8+, alpha-beta mem. T cell","naive thym.-der. CD8+, alpha-beta T cell",0.2112767059815589,4
"CD8+, alpha-beta mem. T cell","central mem. CD8+, alpha-beta T cell",0.22423069315973643,5
IgA plasma cell,IgG plasma cell,0.19902536921142644,1
IgA plasma cell,mem. T cell,0.33060676377039344,2
IgA plasma cell,T-helper 17 cell,0.3682182120361954,3
IgA plasma cell,erythrocyte,0.37105542141098113,4
IgA plasma cell,plasma cell,0.3726298085542149,5
IgG plasma cell,IgA plasma cell,0.19902536921142644,1
IgG plasma cell,naive B cell,0.27229561572267735,2
IgG plasma cell,class switched mem. B cell,0.28825303755343823,3
IgG plasma cell,T follicular helper cell,0.3107976262510259,4
IgG plasma cell,plasma cell,0.31473483607856667,5
L2/3-6 IT projecting neuron,monocyte,0.3302336159888839,1
L2/3-6 IT projecting neuron,clas. monocyte,0.3450780329108505,2
L2/3-6 IT projecting neuron,"activated CD8+, alpha-beta T cell",0.3489545838657233,3
L2/3-6 IT projecting neuron,"effector mem. CD4+, alpha-beta T cell",0.35453965295517165,4
L2/3-6 IT projecting neuron,T cell,0.3573594784779094,5
L6b glutamatergic cortical neuron,type II pneumocyte,0.33847543281798864,1
L6b glutamatergic cortical neuron,ciliated columnar cell of tracheobronchial tree,0.35156336314565295,2
L6b glutamatergic cortical neuron,clas. monocyte,0.36930905668072633,3
L6b glutamatergic cortical neuron,"double+, alpha-beta thymocyte",0.371840825256016,4
L6b glutamatergic cortical neuron,retinal ganglion cell,0.3767400586594891,5
Schwann cell,respiratory hillock cell,0.3007976579496927,1
Schwann cell,club cell,0.30906657830853623,2
Schwann cell,keratinocyte,0.31117448987650553,3
Schwann cell,endothelial cell of lymphatic vessel,0.3240508494242672,4
Schwann cell,enteroendocrine cell,0.3329135006966262,5
T cell,innate lymphoid cell,0.17970449673103273,1
T cell,CD4+ helper T cell,0.2206687989964421,2
T cell,"CD8+, alpha-beta T cell",0.2497392145522832,3
T cell,"effector CD8+, alpha-beta T cell",0.2512748439887743,4
T cell,"CD4+, alpha-beta T cell",0.2609330797294388,5
T follicular helper cell,mem. T cell,0.14130735456343302,1
T follicular helper cell,"activated CD4+, alpha-beta T cell",0.17793808683847556,2
T follicular helper cell,CD4+ helper T cell,0.1866066773416417,3
T follicular helper cell,"central mem. CD4+, alpha-beta T cell",0.20978568926904173,4
T follicular helper cell,T-helper 17 cell,0.2219676296147569,5
T-helper 17 cell,mem. T cell,0.20262040582062124,1
T-helper 17 cell,T follicular helper cell,0.2219676296147569,2
T-helper 17 cell,CD4+ helper T cell,0.22629098556050242,3
T-helper 17 cell,"activated CD4+, alpha-beta T cell",0.23209600458864132,4
T-helper 17 cell,"CD4+, alpha-beta T cell",0.2381756335025328,5
T-helper 22 cell,T follicular helper cell,0.28512700676437897,1
T-helper 22 cell,"naive thym.-der. CD4+, alpha-beta T cell",0.29506659148020886,2
T-helper 22 cell,"central mem. CD4+, alpha-beta T cell",0.29705528347668475,3
T-helper 22 cell,mem. T cell,0.3252858896606978,4
T-helper 22 cell,"effector mem. CD4+, alpha-beta T cell",0.32954592918495573,5
"activated CD4+, alpha-beta T cell",T follicular helper cell,0.17793808683847556,1
"activated CD4+, alpha-beta T cell",mem. T cell,0.1926245880936458,2
"activated CD4+, alpha-beta T cell","activated CD8+, alpha-beta T cell",0.2122711127666237,3
"activated CD4+, alpha-beta T cell",T-helper 17 cell,0.23209600458864132,4
"activated CD4+, alpha-beta T cell",regulatory T cell,0.23451038346392272,5
"activated CD8+, alpha-beta T cell",mem. T cell,0.1583669556918521,1
"activated CD8+, alpha-beta T cell","activated CD4+, alpha-beta T cell",0.2122711127666237,2
"activated CD8+, alpha-beta T cell","CD8+, alpha-beta T cell",0.22056052470489163,3
"activated CD8+, alpha-beta T cell","CD8+, alpha-beta mem. T cell",0.2243227896296005,4
"activated CD8+, alpha-beta T cell",gamma-delta T cell,0.22959748184202577,5
alpha-beta T cell,"CD8+, alpha-beta T cell",0.2620932439378598,1
alpha-beta T cell,"CD4+, alpha-beta T cell",0.27361347516102585,2
alpha-beta T cell,"effector CD8+, alpha-beta T cell",0.2868513435026977,3
alpha-beta T cell,T cell,0.2941106474344015,4
alpha-beta T cell,"central mem. CD8+, alpha-beta T cell",0.30349205982404925,5
alternatively activated macrophage,macrophage,0.36299079316365057,1
alternatively activated macrophage,hematopoietic stem cell,0.3835250718673877,2
alternatively activated macrophage,intermediate monocyte,0.3894197047410869,3
alternatively activated macrophage,granulocyte,0.39040766193822185,4
alternatively activated macrophage,endothelial cell of artery,0.39436302928591394,5
alveolar macrophage,macrophage,0.21945179628009315,1
alveolar macrophage,pericyte,0.313771125094538,2
alveolar macrophage,clas. monocyte,0.3455534972782881,3
alveolar macrophage,club cell,0.3500787544362899,4
alveolar macrophage,microglial cell,0.3589795105934265,5
alveolar type 1 fibroblast cell,IgG plasma cell,0.35045057512150757,1
alveolar type 1 fibroblast cell,kidney loop Henle thin des. limb epith. cell,0.3526458372088984,2
alveolar type 1 fibroblast cell,nasal mucosa goblet cell,0.3701791610721885,3
alveolar type 1 fibroblast cell,enteric smooth muscle cell,0.3748695980451946,4
alveolar type 1 fibroblast cell,type I pneumocyte,0.3914259438521124,5
alveolar type 2 fibroblast cell,retinal ganglion cell,0.31968140610804663,1
alveolar type 2 fibroblast cell,nasal mucosa goblet cell,0.3504462500677398,2
alveolar type 2 fibroblast cell,NK cell,0.35080539620795115,3
alveolar type 2 fibroblast cell,IgG plasma cell,0.37032371000990705,4
alveolar type 2 fibroblast cell,type II pneumocyte,0.37963994987769834,5
amacrine cell,mem. T cell,0.33054377583480166,1
amacrine cell,"activated CD4+, alpha-beta T cell",0.34384930434878425,2
amacrine cell,pericyte,0.3563435804623115,3
amacrine cell,T-helper 17 cell,0.3574441643800077,4
amacrine cell,retinal ganglion cell,0.3594748076143116,5
astrocyte,club cell,0.3352023823749637,1
astrocyte,double negative thymocyte,0.3486292113490804,2
astrocyte,IgG plasma cell,0.35555966682911255,3
astrocyte,keratinocyte,0.35789216419223835,4
astrocyte,vein endothelial cell,0.3604767673249285,5
astrocyte of the cerebral cortex,"CD4+, alpha-beta cytotoxic T cell",0.34546663402623334,1
astrocyte of the cerebral cortex,vein endothelial cell,0.3478738615032331,2
astrocyte of the cerebral cortex,NK cell,0.37227162617048715,3
astrocyte of the cerebral cortex,monocyte,0.3847769439771723,4
astrocyte of the cerebral cortex,"CD8+, alpha-beta T cell",0.3975287268419183,5
basal cell,keratinocyte,0.052988687875736296,1
basal cell,club cell,0.2811023199525283,2
basal cell,dendritic cell,0.2854760581075042,3
basal cell,respiratory basal cell,0.30196016506165946,4
basal cell,pericyte,0.31119902220013773,5
basal cell of epithelium of trachea,tracheal goblet cell,0.3124649140291199,1
basal cell of epithelium of trachea,kidney distal convoluted tubule epith. cell,0.32863905199414734,2
basal cell of epithelium of trachea,basal cell,0.3338705195356185,3
basal cell of epithelium of trachea,granulocyte,0.3425992747904689,4
basal cell of epithelium of trachea,club cell,0.3449809759993675,5
blood vessel endothelial cell,endothelial cell of artery,0.34169088747654863,1
blood vessel endothelial cell,endothelial cell,0.3601060514159473,2
blood vessel endothelial cell,microglial cell,0.37344506718089,3
blood vessel endothelial cell,endothelial cell of lymphatic vessel,0.37417395238097373,4
blood vessel endothelial cell,vein endothelial cell,0.3763861474019876,5
bronchus fibroblast of lung,kidney connecting tubule epith. cell,0.32927400025661935,1
bronchus fibroblast of lung,kidney interstitial fibroblast,0.38481078823779824,2
bronchus fibroblast of lung,smooth muscle cell,0.3906565561851293,3
bronchus fibroblast of lung,pericyte,0.3935520630768512,4
bronchus fibroblast of lung,vein endothelial cell,0.4022531146582037,5
capillary endothelial cell,endothelial cell,0.19970896453119868,1
capillary endothelial cell,vein endothelial cell,0.25445363600854476,2
capillary endothelial cell,pericyte,0.30556574439674455,3
capillary endothelial cell,endothelial cell of artery,0.3157535728908869,4
capillary endothelial cell,endothelial cell of lymphatic vessel,0.3242251476394019,5
cardiac muscle cell,epith. cell of proximal tubule,0.3424968680720293,1
cardiac muscle cell,keratinocyte,0.348070193589501,2
cardiac muscle cell,pericyte,0.3480786567843932,3
cardiac muscle cell,kidney loop Henle thick asc. limb epith. cell,0.3484504666415271,4
cardiac muscle cell,basal cell,0.3543881242708464,5
cardiac neuron,alveolar type 1 fibroblast cell,0.39663269617760943,1
cardiac neuron,"effector CD8+, alpha-beta T cell",0.40796922715954687,2
cardiac neuron,kidney loop Henle thick asc. limb epith. cell,0.422007264249336,3
cardiac neuron,kidney loop Henle thin des. limb epith. cell,0.4229528415515257,4
cardiac neuron,Schwann cell,0.43197983485466074,5
caudal ganglionic eminence der. GABAergic cortical interneuron,respiratory hillock cell,0.30193219108617775,1
caudal ganglionic eminence der. GABAergic cortical interneuron,erythroblast,0.3260330130933127,2
caudal ganglionic eminence der. GABAergic cortical interneuron,plasmablast,0.37054071440402236,3
caudal ganglionic eminence der. GABAergic cortical interneuron,foveolar cell of stomach,0.38124117254358925,4
caudal ganglionic eminence der. GABAergic cortical interneuron,lamp5 GABAergic cortical interneuron,0.3914460511035568,5
"central mem. CD4+, alpha-beta T cell","naive thym.-der. CD4+, alpha-beta T cell",0.14291602024536398,1
"central mem. CD4+, alpha-beta T cell","effector mem. CD4+, alpha-beta T cell",0.1482823134121426,2
"central mem. CD4+, alpha-beta T cell",T follicular helper cell,0.20978568926904173,3
"central mem. CD4+, alpha-beta T cell",regulatory T cell,0.21526938941649765,4
"central mem. CD4+, alpha-beta T cell",mem. T cell,0.22709497939684387,5
"central mem. CD8+, alpha-beta T cell","effector mem. CD8+, alpha-beta T cell",0.20082393223902673,1
"central mem. CD8+, alpha-beta T cell","CD8+, alpha-beta mem. T cell",0.22423069315973643,2
"central mem. CD8+, alpha-beta T cell","CD8+, alpha-beta cytotoxic T cell",0.22492732702889917,3
"central mem. CD8+, alpha-beta T cell","effector mem. CD4+, alpha-beta T cell",0.25030191276555414,4
"central mem. CD8+, alpha-beta T cell",gamma-delta T cell,0.252370439330466,5
central nervous sys. macrophage,endothelial cell,0.3524771945111492,1
central nervous sys. macrophage,granulosa cell,0.3759495476179431,2
central nervous sys. macrophage,microglial cell,0.37791648372466036,3
central nervous sys. macrophage,macrophage,0.37822260395403196,4
central nervous sys. macrophage,capillary endothelial cell,0.3896657035821808,5
chandelier pvalb GABAergic cortical interneuron,"CD16-, CD56-bright NK cell",0.3527445410200245,1
chandelier pvalb GABAergic cortical interneuron,vip GABAergic cortical interneuron,0.388367978385721,2
chandelier pvalb GABAergic cortical interneuron,near-project. glutamatergic cortical neuron,0.3922825004529412,3
chandelier pvalb GABAergic cortical interneuron,kidney interstitial fibroblast,0.39599498837447855,4
chandelier pvalb GABAergic cortical interneuron,retina horizontal cell,0.4040814536778722,5
ciliated columnar cell of tracheobronchial tree,granulosa cell,0.34504331873164484,1
ciliated columnar cell of tracheobronchial tree,kidney loop Henle thin des. limb epith. cell,0.350400144335976,2
ciliated columnar cell of tracheobronchial tree,L6b glutamatergic cortical neuron,0.35156336314565295,3
ciliated columnar cell of tracheobronchial tree,intestine goblet cell,0.38570558734499993,4
ciliated columnar cell of tracheobronchial tree,macrophage,0.38642056087546206,5
class switched mem. B cell,naive B cell,0.27771549817503316,1
class switched mem. B cell,IgG plasma cell,0.28825303755343823,2
class switched mem. B cell,mem. B cell,0.28899202725118456,3
class switched mem. B cell,B cell,0.378758368636418,4
class switched mem. B cell,endothelial cell of artery,0.38790051117381397,5
clas. monocyte,intermediate monocyte,0.19361178894312792,1
clas. monocyte,macrophage,0.2459552971780179,2
clas. monocyte,monocyte,0.2622815795834298,3
clas. monocyte,CD14+ monocyte,0.2797525484195622,4
clas. monocyte,non-classical monocyte,0.28271445576712884,5
club cell,nasal mucosa goblet cell,0.24367204273021403,1
club cell,respiratory hillock cell,0.26343673570316384,2
club cell,respiratory basal cell,0.26361613662366756,3
club cell,type II pneumocyte,0.27557922256847556,4
club cell,keratinocyte,0.2769257996661896,5
conventional dendritic cell,dendritic cell,0.30691549800318185,1
conventional dendritic cell,clas. monocyte,0.3355964385518724,2
conventional dendritic cell,intermediate monocyte,0.3414594640647878,3
conventional dendritic cell,macrophage,0.34745465192435976,4
conventional dendritic cell,plasmacytoid dendritic cell,0.35676807333605187,5
